,Unnamed: 0,label,judul_clean,narasi_clean,stem_narasi,stem_judul,freq_tokens
1477,1477,1,maruf amin kalah umat islam berdosa masuk neraka,artikel berjudul maruf amin kalah umat islam berdosa masuk neraka berisikan pernyataan diklaim pernyataan maruf amin umat islam malu masuk neraka,"['artikel', 'berjudul', 'maruf', 'amin', 'kalah', 'umat', 'islam', 'berdosa', 'masuk', 'neraka', 'berisikan', 'pernyataan', 'diklaim', 'pernyataan', 'maruf', 'amin', 'umat', 'islam', 'malu', 'masuk', 'neraka']","['maruf', 'amin', 'kalah', 'umat', 'islam', 'berdosa', 'masuk', 'neraka']",<FreqDist with 14 samples and 21 outcomes>
1478,1478,1,pekerja lokal tambang nikel shalat jumat perusahaan china,pekerja lokal ditambang nikel morowali sholat jumat perusahaan cina kekuasaan china indonesia sebentar intimidasi larangan yang berlaku untuk rakyat indonesia,"['pekerja', 'lokal', 'ditambang', 'nikel', 'morowali', 'sholat', 'jumat', 'perusahaan', 'cina', 'kekuasaan', 'china', 'indonesia', 'sebentar', 'intimidasi', 'larangan', 'yang', 'berlaku', 'untuk', 'rakyat', 'indonesia']","['pekerja', 'lokal', 'tambang', 'nikel', 'shalat', 'jumat', 'perusahaan', 'china']",<FreqDist with 19 samples and 20 outcomes>
1479,1479,1,pemelintiran kontek video surabaya coblo nomor,pesan surabaya ya,"['pesan', 'surabaya', 'ya']","['pemelintiran', 'kontek', 'video', 'surabaya', 'coblo', 'nomor']",<FreqDist with 3 samples and 3 outcomes>
1480,1480,1,video atlet ase peserta asian game menari iringan lagu meraih bintang bandara soekarno hatta,pagi senin bandara soekarno hatta serunyaaa atlet ase peserta asian game pulang kampung flash mob meraih bintang,"['pagi', 'senin', 'bandara', 'soekarno', 'hatta', 'serunyaaa', 'atlet', 'ase', 'peserta', 'asian', 'game', 'pulang', 'kampung', 'flash', 'mob', 'meraih', 'bintang']","['video', 'atlet', 'ase', 'peserta', 'asian', 'game', 'menari', 'iringan', 'lagu', 'meraih', 'bintang', 'bandara', 'soekarno', 'hatta']",<FreqDist with 17 samples and 17 outcomes>
1481,1481,1,suami meningg akibat tergencet mobil istri parkir mundur,berita duka orang tua dari raymond kl nicola kl sama petra eagen kl hansel sd petra meninggalnya mendadak kalau teman kenal atur maesong tq,"['berita', 'duka', 'orang', 'tua', 'dari', 'raymond', 'kl', 'nicola', 'kl', 'sama', 'petra', 'eagen', 'kl', 'hansel', 'sd', 'petra', 'meninggalnya', 'mendadak', 'kalau', 'teman', 'kenal', 'atur', 'maesong', 'tq']","['suami', 'meningg', 'akibat', 'tergencet', 'mobil', 'istri', 'parkir', 'mundur']",<FreqDist with 21 samples and 24 outcomes>
1482,1482,0,pemkab kotim rsud dari murjani sampit bantah rumah sakitnya turun kela,turun kela,"['turun', 'kela']","['pemkab', 'kotim', 'rsud', 'dari', 'murjani', 'sampit', 'bantah', 'rumah', 'sakitnya', 'turun', 'kela']",<FreqDist with 2 samples and 2 outcomes>
1483,1483,0,isi pidato yahya staquf yerusalem israelpalestina,kunjungan yahya cholil staquf yerusalem menuai kecaman kemarahan kalangan pembela palestina,"['kunjungan', 'yahya', 'cholil', 'staquf', 'yerusalem', 'menuai', 'kecaman', 'kemarahan', 'kalangan', 'pembela', 'palestina']","['isi', 'pidato', 'yahya', 'staquf', 'yerusalem', 'israelpalestina']",<FreqDist with 11 samples and 11 outcomes>
1484,1484,1,mala kenc malam sebabkan sakit jantung,mala kenc malam mati diserang jantung usia menua info kesehatan orang awam kenc malam jantung penyumbatan pembuluh darah kenc malam jantung penyumbatan pembuluh darah otak pengetahuan pencegahan stroke gejala orang tua kenc malam kenc malam kantong kemih penyebabnya penuaan fungsi jantung daya hisap darah atrium kanan tubuh berkurang,"['mala', 'kenc', 'malam', 'mati', 'diserang', 'jantung', 'usia', 'menua', 'info', 'kesehatan', 'orang', 'awam', 'kenc', 'malam', 'jantung', 'penyumbatan', 'pembuluh', 'darah', 'kenc', 'malam', 'jantung', 'penyumbatan', 'pembuluh', 'darah', 'otak', 'pengetahuan', 'pencegahan', 'stroke', 'gejala', 'orang', 'tua', 'kenc', 'malam', 'kenc', 'malam', 'kantong', 'kemih', 'penyebabnya', 'penuaan', 'fungsi', 'jantung', 'daya', 'hisap', 'darah', 'atrium', 'kanan', 'tubuh', 'berkurang']","['mala', 'kenc', 'malam', 'sebabkan', 'sakit', 'jantung']",<FreqDist with 32 samples and 48 outcomes>
1485,1485,1,pssi pecat ratu tisha sekjen,,[],"['pssi', 'pecat', 'ratu', 'tisha', 'sekjen']",<FreqDist with 0 samples and 0 outcomes>
1486,1486,0,semut charli,kaget banget melihat semut dideketx nabiluntung lihat langsung the end untungx lihat postingan kakak laeli akbar semalam tau semut berbahaya banget semoga enggak semu kayak begini bersyukur liatkalo enggak nabil sudah digigit diluar negeri saja semuteh taunya lihat langsung gigit nabilnamax semut charli,"['kaget', 'banget', 'melihat', 'semut', 'dideketx', 'nabiluntung', 'lihat', 'langsung', 'the', 'end', 'untungx', 'lihat', 'postingan', 'kakak', 'laeli', 'akbar', 'semalam', 'tau', 'semut', 'berbahaya', 'banget', 'semoga', 'enggak', 'semu', 'kayak', 'begini', 'bersyukur', 'liatkalo', 'enggak', 'nabil', 'sudah', 'digigit', 'diluar', 'negeri', 'saja', 'semuteh', 'taunya', 'lihat', 'langsung', 'gigit', 'nabilnamax', 'semut', 'charli']","['semut', 'charli']",<FreqDist with 36 samples and 43 outcomes>
1487,1487,0,mentri agama menangi acara lgbt,mentri agamanangi acara lgbt viral video gu nur menteri agama hadir menangi menangi acara lgbt penasaran sih videonya just remind monggo,"['mentri', 'agamanangi', 'acara', 'lgbt', 'viral', 'video', 'gu', 'nur', 'menteri', 'agama', 'hadir', 'menangi', 'menangi', 'acara', 'lgbt', 'penasaran', 'sih', 'videonya', 'just', 'remind', 'monggo']","['mentri', 'agama', 'menangi', 'acara', 'lgbt']",<FreqDist with 18 samples and 21 outcomes>
1488,1488,1,penganiayaan ustadzah bekasi,ustd dra hi siti marfuah dianiaya babak belur orang diken ceramah membaha sejarah pki kejadiannya malam wilayah bekasi selatan sungguh mengerikan,"['ustd', 'dra', 'hi', 'siti', 'marfuah', 'dianiaya', 'babak', 'belur', 'orang', 'diken', 'ceramah', 'membaha', 'sejarah', 'pki', 'kejadiannya', 'malam', 'wilayah', 'bekasi', 'selatan', 'sungguh', 'mengerikan']","['penganiayaan', 'ustadzah', 'bekasi']",<FreqDist with 21 samples and 21 outcomes>
1489,1489,0,kesediaan umat islam doa warga jayapura,mhon kesediaannya sebagai umat muslim doa sodara jayapura upaya penolakan pemda manokwari menetapkan manokwari kota injil melarang,"['mhon', 'kesediaannya', 'sebagai', 'umat', 'muslim', 'doa', 'sodara', 'jayapura', 'upaya', 'penolakan', 'pemda', 'manokwari', 'menetapkan', 'manokwari', 'kota', 'injil', 'melarang']","['kesediaan', 'umat', 'islam', 'doa', 'warga', 'jayapura']",<FreqDist with 16 samples and 17 outcomes>
1490,1490,1,permen susu mengandung pcc,mohon perhatian anak sekolah informasikan beredar permen susu mengandung pcc beredar ambarawa sasarannya sekolah jual rp renteng mohon share group yang tingkatkan kewaspadaan proteksi generasi peneru bangsa terimakasih bantu share tuhan berkati,"['mohon', 'perhatian', 'anak', 'sekolah', 'informasikan', 'beredar', 'permen', 'susu', 'mengandung', 'pcc', 'beredar', 'ambarawa', 'sasarannya', 'sekolah', 'jual', 'rp', 'renteng', 'mohon', 'share', 'group', 'yang', 'tingkatkan', 'kewaspadaan', 'proteksi', 'generasi', 'peneru', 'bangsa', 'terimakasih', 'bantu', 'share', 'tuhan', 'berkati']","['permen', 'susu', 'mengandung', 'pcc']",<FreqDist with 28 samples and 32 outcomes>
1491,1491,1,ani menuduh ahok menyabotas lift,portal memuat berita headlin ani percobaan pembunuhan ahok jatuhnya lift isi berita ani baswedan menuduh basuki tjahaja purnama membunuhnya menyabotas lift blok squar,"['portal', 'memuat', 'berita', 'headlin', 'ani', 'percobaan', 'pembunuhan', 'ahok', 'jatuhnya', 'lift', 'isi', 'berita', 'ani', 'baswedan', 'menuduh', 'basuki', 'tjahaja', 'purnama', 'membunuhnya', 'menyabotas', 'lift', 'blok', 'squar']","['ani', 'menuduh', 'ahok', 'menyabotas', 'lift']",<FreqDist with 20 samples and 23 outcomes>
1492,1492,1,foto wagub dki gereja agama djarot,foto wagub dki gereja agama djarot,"['foto', 'wagub', 'dki', 'gereja', 'agama', 'djarot']","['foto', 'wagub', 'dki', 'gereja', 'agama', 'djarot']",<FreqDist with 6 samples and 6 outcomes>
1493,1493,1,ribu ktp dikirimkan kamboja kepentingan kampany,pengiriman ktp kamboja leo saudara istri ahok veronica orderan ktp npwp aspal ribu lembar,"['pengiriman', 'ktp', 'kamboja', 'leo', 'saudara', 'istri', 'ahok', 'veronica', 'orderan', 'ktp', 'npwp', 'aspal', 'ribu', 'lembar']","['ribu', 'ktp', 'dikirimkan', 'kamboja', 'kepentingan', 'kampany']",<FreqDist with 13 samples and 14 outcomes>
1494,1494,0,bpj sadi pajak,benar nggah ini yang mengikuti bpj yang menerima surat edaran mohon dibuka mengerikan bpj sadi pajak,"['benar', 'nggah', 'ini', 'yang', 'mengikuti', 'bpj', 'yang', 'menerima', 'surat', 'edaran', 'mohon', 'dibuka', 'mengerikan', 'bpj', 'sadi', 'pajak']","['bpj', 'sadi', 'pajak']",<FreqDist with 14 samples and 16 outcomes>
1495,1495,1,suara klakson om telolet om yahudi,suara klakson om telolet om yahudi,"['suara', 'klakson', 'om', 'telolet', 'om', 'yahudi']","['suara', 'klakson', 'om', 'telolet', 'om', 'yahudi']",<FreqDist with 5 samples and 6 outcomes>
1496,1496,1,jokowi memperpanjang kontrak freeport,sungguh licik pemerintahan jokowi menciptakan konflik kpk polri diamdiam memperpanjang kontrak pt freeport indonesia masyarakat memperhatikan prose perpanjangan kontrak,"['sungguh', 'licik', 'pemerintahan', 'jokowi', 'menciptakan', 'konflik', 'kpk', 'polri', 'diamdiam', 'memperpanjang', 'kontrak', 'pt', 'freeport', 'indonesia', 'masyarakat', 'memperhatikan', 'prose', 'perpanjangan', 'kontrak']","['jokowi', 'memperpanjang', 'kontrak', 'freeport']",<FreqDist with 18 samples and 19 outcomes>
1497,1497,1,akun facebook wali kota payakumbuh riza falepi,akun facebook wali kota payakumbuh riza falepi,"['akun', 'facebook', 'wali', 'kota', 'payakumbuh', 'riza', 'falepi']","['akun', 'facebook', 'wali', 'kota', 'payakumbuh', 'riza', 'falepi']",<FreqDist with 7 samples and 7 outcomes>
1498,1498,1,inventari pesawat terbang camat kabupaten cilacap,vidio iventari pesawat terbang camat kab cilacap hebat cilacap bercahaya,"['vidio', 'iventari', 'pesawat', 'terbang', 'camat', 'kab', 'cilacap', 'hebat', 'cilacap', 'bercahaya']","['inventari', 'pesawat', 'terbang', 'camat', 'kabupaten', 'cilacap']",<FreqDist with 9 samples and 10 outcomes>
1499,1499,1,suntik kb sebabkan kista ovarium,sekedar yang sudah suamidi anjurkan program kb karena menunda kehamilandn ketahui kista ovarium sebabkan penimbunan darah kotordarah haiddalam jangka kista ovarium sebabkn kb suntik bulan darah haid normal bilang berhenti total karena efek suntikkn nya,"['sekedar', 'yang', 'sudah', 'suamidi', 'anjurkan', 'program', 'kb', 'karena', 'menunda', 'kehamilandn', 'ketahui', 'kista', 'ovarium', 'sebabkan', 'penimbunan', 'darah', 'kotordarah', 'haiddalam', 'jangka', 'kista', 'ovarium', 'sebabkn', 'kb', 'suntik', 'bulan', 'darah', 'haid', 'normal', 'bilang', 'berhenti', 'total', 'karena', 'efek', 'suntikkn', 'nya']","['suntik', 'kb', 'sebabkan', 'kista', 'ovarium']",<FreqDist with 30 samples and 35 outcomes>
1500,1500,1,foto anggota orma fpi pencurian,berdalih sweep anggota orma fpi pencurian kamar hotel jakarta,"['berdalih', 'sweep', 'anggota', 'orma', 'fpi', 'pencurian', 'kamar', 'hotel', 'jakarta']","['foto', 'anggota', 'orma', 'fpi', 'pencurian']",<FreqDist with 9 samples and 9 outcomes>
1501,1501,1,zona hitam surabaya,kota surabaya masuk zona merah masuk zona hitam parah yang gubernur jatim bahwa risma kerja fakta kemampuan risma hai marah bawahan menata taman atur linta mengatasi kebersihan kota,"['kota', 'surabaya', 'masuk', 'zona', 'merah', 'masuk', 'zona', 'hitam', 'parah', 'yang', 'gubernur', 'jatim', 'bahwa', 'risma', 'kerja', 'fakta', 'kemampuan', 'risma', 'hai', 'marah', 'bawahan', 'menata', 'taman', 'atur', 'linta', 'mengatasi', 'kebersihan', 'kota']","['zona', 'hitam', 'surabaya']",<FreqDist with 24 samples and 28 outcomes>
1502,1502,1,peringatan badai pana equinox,covid indonesia badai pana equinox peringatan badai pana equinox suhu kota indonesia derajat celciu matahari melintasi gari equat masyarakat indonesia tinggal rumah beraktivita rumah sadar mudah terserang dehidrasi yang jam pagi sd dengan jam,"['covid', 'indonesia', 'badai', 'pana', 'equinox', 'peringatan', 'badai', 'pana', 'equinox', 'suhu', 'kota', 'indonesia', 'derajat', 'celciu', 'matahari', 'melintasi', 'gari', 'equat', 'masyarakat', 'indonesia', 'tinggal', 'rumah', 'beraktivita', 'rumah', 'sadar', 'mudah', 'terserang', 'dehidrasi', 'yang', 'jam', 'pagi', 'sd', 'dengan', 'jam']","['peringatan', 'badai', 'pana', 'equinox']",<FreqDist with 27 samples and 34 outcomes>
1503,1503,1,video rapat program buka puasa dki jakarta,kejadian langka sejarah unusu epidemi napak tila kesulitan dialami kaum muslimin jaman rasulullah medan kondisi shaum strategi cemerlang ditawarkan buka puasa silakan disimak videonyatidak kumpul buka puasa bingkisan,"['kejadian', 'langka', 'sejarah', 'unusu', 'epidemi', 'napak', 'tila', 'kesulitan', 'dialami', 'kaum', 'muslimin', 'jaman', 'rasulullah', 'medan', 'kondisi', 'shaum', 'strategi', 'cemerlang', 'ditawarkan', 'buka', 'puasa', 'silakan', 'disimak', 'videonyatidak', 'kumpul', 'buka', 'puasa', 'bingkisan']","['video', 'rapat', 'program', 'buka', 'puasa', 'dki', 'jakarta']",<FreqDist with 26 samples and 28 outcomes>
1504,1504,1,tiket pesawat grati wni pulang tanah air pt angkasa pura viru corona,mentri negeri retno marsudi memberitahukan warga wni negeri berhari akibat viru korona china presid jokowi memerintahkan retno marsudi menteri negeri memulangkan wni pulang tiket grati,"['mentri', 'negeri', 'retno', 'marsudi', 'memberitahukan', 'warga', 'wni', 'negeri', 'berhari', 'akibat', 'viru', 'korona', 'china', 'presid', 'jokowi', 'memerintahkan', 'retno', 'marsudi', 'menteri', 'negeri', 'memulangkan', 'wni', 'pulang', 'tiket', 'grati']","['tiket', 'pesawat', 'grati', 'wni', 'pulang', 'tanah', 'air', 'pt', 'angkasa', 'pura', 'viru', 'corona']",<FreqDist with 20 samples and 25 outcomes>
1505,1505,1,maruf amin kalo urusan nipu rakyat jokowi ahlinya diajarinya ahli,kalo urusan nipu rakyat jokowi ahlinya diajarinya lancar post akun facebook yudi fui fui selasa februari,"['kalo', 'urusan', 'nipu', 'rakyat', 'jokowi', 'ahlinya', 'diajarinya', 'lancar', 'post', 'akun', 'facebook', 'yudi', 'fui', 'fui', 'selasa', 'februari']","['maruf', 'amin', 'kalo', 'urusan', 'nipu', 'rakyat', 'jokowi', 'ahlinya', 'diajarinya', 'ahli']",<FreqDist with 15 samples and 16 outcomes>
1506,1506,1,video rekaman helikopt jatuh udara menyebabkan kematiannya,footag of how helicopt crash ini the air that result ini hi death rekaman helikopt jatuh udara menyebabkan kematiannya,"['footag', 'of', 'how', 'helicopt', 'crash', 'ini', 'the', 'air', 'that', 'result', 'ini', 'hi', 'death', 'rekaman', 'helikopt', 'jatuh', 'udara', 'menyebabkan', 'kematiannya']","['video', 'rekaman', 'helikopt', 'jatuh', 'udara', 'menyebabkan', 'kematiannya']",<FreqDist with 18 samples and 19 outcomes>
1507,1507,1,video reaksi trump mendengar suara takbir,setan mendengar kalimat takbir,"['setan', 'mendengar', 'kalimat', 'takbir']","['video', 'reaksi', 'trump', 'mendengar', 'suara', 'takbir']",<FreqDist with 4 samples and 4 outcomes>
1508,1508,1,buah disuntik darah hivaid tujuan menghabiskan orang asli papua,informasi warga bangsa papua buah disuntik darah hivaid tujuan menghabiskan orang asli papua,"['informasi', 'warga', 'bangsa', 'papua', 'buah', 'disuntik', 'darah', 'hivaid', 'tujuan', 'menghabiskan', 'orang', 'asli', 'papua']","['buah', 'disuntik', 'darah', 'hivaid', 'tujuan', 'menghabiskan', 'orang', 'asli', 'papua']",<FreqDist with 12 samples and 13 outcomes>
1509,1509,1,pesan berantai video penyiksaan anak,jika media organisasi berita berbasi jammu kashmir melaporkan video ditemukan nagri diselidiki gadi berusia brutal dirontokkan ibunya laporan polisi memanggil orang tua anak,"['jika', 'media', 'organisasi', 'berita', 'berbasi', 'jammu', 'kashmir', 'melaporkan', 'video', 'ditemukan', 'nagri', 'diselidiki', 'gadi', 'berusia', 'brutal', 'dirontokkan', 'ibunya', 'laporan', 'polisi', 'memanggil', 'orang', 'tua', 'anak']","['pesan', 'berantai', 'video', 'penyiksaan', 'anak']",<FreqDist with 23 samples and 23 outcomes>
1510,1510,1,najwa shihab klarifikasi disinformasi foto pertemuan najwa tommi soeharto,foto tommi soeharto lieu sungkharisma ichsanuddin noorsi diedarkan capturean berita berjudul kabar mengagetkan najwa shihab tommi soeharto noorsi lieu bersepakat,"['foto', 'tommi', 'soeharto', 'lieu', 'sungkharisma', 'ichsanuddin', 'noorsi', 'diedarkan', 'capturean', 'berita', 'berjudul', 'kabar', 'mengagetkan', 'najwa', 'shihab', 'tommi', 'soeharto', 'noorsi', 'lieu', 'bersepakat']","['najwa', 'shihab', 'klarifikasi', 'disinformasi', 'foto', 'pertemuan', 'najwa', 'tommi', 'soeharto']",<FreqDist with 16 samples and 20 outcomes>
1511,1511,0,mahasiswa unsri meningg dunia terjatuh lantai apartemen unsri,mahasiswa universita sriwijaya unsri jambi irfan maulana amrullah menghembuskan nafa senin rs moeh husin palembang mahasiswa terjatuh lantai apartemen unsri meningg wib berjuang koma,"['mahasiswa', 'universita', 'sriwijaya', 'unsri', 'jambi', 'irfan', 'maulana', 'amrullah', 'menghembuskan', 'nafa', 'senin', 'rs', 'moeh', 'husin', 'palembang', 'mahasiswa', 'terjatuh', 'lantai', 'apartemen', 'unsri', 'meningg', 'wib', 'berjuang', 'koma']","['mahasiswa', 'unsri', 'meningg', 'dunia', 'terjatuh', 'lantai', 'apartemen', 'unsri']",<FreqDist with 22 samples and 24 outcomes>
1512,1512,1,foto kolom fenomena langit redup jakarta,fenomena langit redup jakarta,"['fenomena', 'langit', 'redup', 'jakarta']","['foto', 'kolom', 'fenomena', 'langit', 'redup', 'jakarta']",<FreqDist with 4 samples and 4 outcomes>
1513,1513,1,kejahatan hindu india modi wanita muslim membawa dage,india kejahatan hindu india modi wanita muslim membawa dage jeni pelanggaran hak asasi manusia terburuk dunia media dunia tidur cepat pelanggaran manusia india,"['india', 'kejahatan', 'hindu', 'india', 'modi', 'wanita', 'muslim', 'membawa', 'dage', 'jeni', 'pelanggaran', 'hak', 'asasi', 'manusia', 'terburuk', 'dunia', 'media', 'dunia', 'tidur', 'cepat', 'pelanggaran', 'manusia', 'india']","['kejahatan', 'hindu', 'india', 'modi', 'wanita', 'muslim', 'membawa', 'dage']",<FreqDist with 18 samples and 23 outcomes>
1514,1514,1,penyelundupan narkoba trik,penyelundupan narkoba trik vidio heck gelut saja yuk,"['penyelundupan', 'narkoba', 'trik', 'vidio', 'heck', 'gelut', 'saja', 'yuk']","['penyelundupan', 'narkoba', 'trik']",<FreqDist with 8 samples and 8 outcomes>
1515,1515,1,dokumen asli menangkan ditemukan sampah gor raja jafar sekupang batam,ditemukan dokumen asli yang memenangkan ditemukan sampah lokasi area gor raja jafar sekupang batam,"['ditemukan', 'dokumen', 'asli', 'yang', 'memenangkan', 'ditemukan', 'sampah', 'lokasi', 'area', 'gor', 'raja', 'jafar', 'sekupang', 'batam']","['dokumen', 'asli', 'menangkan', 'ditemukan', 'sampah', 'gor', 'raja', 'jafar', 'sekupang', 'batam']",<FreqDist with 13 samples and 14 outcomes>
1516,1516,1,koalisi pki,koalisi pki,"['koalisi', 'pki']","['koalisi', 'pki']",<FreqDist with 2 samples and 2 outcomes>
1517,1517,1,karni ilya dipanggil istana presiden jokowi tv one siarkan langsung reuni akbar,sekila info tv one panggil istana karena siaran live reuni doakan semoga bang karni ilya amin ya robbal aalamiin,"['sekila', 'info', 'tv', 'one', 'panggil', 'istana', 'karena', 'siaran', 'live', 'reuni', 'doakan', 'semoga', 'bang', 'karni', 'ilya', 'amin', 'ya', 'robbal', 'aalamiin']","['karni', 'ilya', 'dipanggil', 'istana', 'presiden', 'jokowi', 'tv', 'one', 'siarkan', 'langsung', 'reuni', 'akbar']",<FreqDist with 19 samples and 19 outcomes>
